spec_path,spec_element,ticket,implementation_status,implementation_path,unique_search_key,notes
docs/specifications/38_Workload_Governance_and_Parallelism/BETA2_SERVICE_TIERS_TENANT_POOLS_AND_WORKLOAD_GOVERNANCE_MODEL.md,service_tiers_tenant_pools_and_governance_contract,NEQ-12-023,partial,docs/specifications/work/audits/SCRATCHBIRD_SQLSERVER_AZURE_NATIVE_EQUIVALENT_ANALYSIS_2026-04-03/SQLSERVER_AZURE_NATIVE_EQUIVALENT_ANALYSIS.md,missing work is the operator-facing control plane,Expand current quota and QoS canon into service product model
docs/specifications/25_Runtime_Modes/BETA2_SERVERLESS_AUTOSUSPEND_AUTOSCALE_AND_WARM_RESUME_MODEL.md,serverless_autosuspend_autoscale_and_warm_resume_contract,NEQ-12-025,missing,docs/specifications/work/audits/SCRATCHBIRD_SQLSERVER_AZURE_NATIVE_EQUIVALENT_ANALYSIS_2026-04-03/SQLSERVER_AZURE_NATIVE_EQUIVALENT_ANALYSIS.md,not a complete autosuspend resume warm-start and cost-policy model,New native control-plane family
docs/specifications/25_Runtime_Modes/BETA2_REPLICATED_TOPOLOGY_READ_SCALE_AND_GEO_FAILOVER_MODEL.md,replicated_topology_read_scale_and_geo_failover_contract,NEQ-12-027,partial,docs/specifications/work/audits/SCRATCHBIRD_SQLSERVER_AZURE_NATIVE_EQUIVALENT_ANALYSIS_2026-04-03/SQLSERVER_AZURE_NATIVE_EQUIVALENT_ANALYSIS.md,combined read-scale-out and geo-topology family is still incomplete,Expand current cluster canon into replicated topology family
docs/specifications/25_Runtime_Modes/BETA2_MEMORY_OPTIMIZED_OLTP_LANE_AND_COMPILED_KERNEL_MODEL.md,memory_optimized_oltp_lane_and_compiled_kernel_contract,NEQ-12-029,partial,docs/specifications/25_Runtime_Modes/BETA2_HIGH_PERFORMANCE_OLTP_SERVICE_CLASS_AND_NODE_SPECIALIZATION_MODEL.md,Prepared point reads and writes receive one privileged fast path,Expand OLTP canon into memory-optimized lane
docs/specifications/42_Failure_Model_and_Fault_Tolerance/BETA2_DISTRIBUTED_ATOMIC_COORDINATION_AND_PREPARED_BRANCH_MODEL.md,distributed_atomic_coordination_and_prepared_branch_contract,NEQ-12-031,missing,docs/specifications/work/audits/SCRATCHBIRD_SQLSERVER_AZURE_NATIVE_EQUIVALENT_ANALYSIS_2026-04-03/SQLSERVER_AZURE_NATIVE_EQUIVALENT_ANALYSIS.md,does not yet have a canonical distributed-transaction family,New native family
docs/specifications/19_Security_Model/BETA2_ENTERPRISE_IDENTITY_FEDERATION_AND_TOKEN_AUTH_MODEL.md,enterprise_identity_federation_and_token_auth_contract,NEQ-12-033,partial,docs/specifications/work/audits/SCRATCHBIRD_SQLSERVER_AZURE_NATIVE_EQUIVALENT_ANALYSIS_2026-04-03/SQLSERVER_AZURE_NATIVE_EQUIVALENT_ANALYSIS.md,remaining native work is broader identity federation,Expand auth plugin canon into enterprise federation
docs/specifications/19_Security_Model/BETA2_TRANSPARENT_AT_REST_ENCRYPTION_AND_REKEY_MODEL.md,transparent_at_rest_encryption_implementation_closure,NEQ-12-035,partial_spec_only,docs/specifications/19_Security_Model/BETA2_TRANSPARENT_AT_REST_ENCRYPTION_AND_REKEY_MODEL.md,The Beta 2 at-rest model shall cover,Implementation closure for existing canon
docs/specifications/19_Security_Model/BETA2_PROTECTED_QUERY_ENCRYPTION_AND_ENCLAVE_EXECUTION_MODEL.md,protected_query_encryption_implementation_closure,NEQ-12-037,partial_spec_only,docs/specifications/19_Security_Model/BETA2_PROTECTED_QUERY_ENCRYPTION_AND_ENCLAVE_EXECUTION_MODEL.md,Define client-visible protected-query encryption,Implementation closure for existing canon
docs/specifications/19_Security_Model/BETA2_RLS_AND_DYNAMIC_MASKING_IMPLEMENTATION_CLOSURE_MODEL.md,rls_and_dynamic_masking_implementation_closure,NEQ-12-039,partial_runtime,docs/specifications/19_Security_Model/ROW_LEVEL_SECURITY_POLICY_AND_FORCE_RLS_MODEL.md,Current code and tests prove,Implementation closure over current RLS and masking canon
docs/specifications/18_Index_Framework/BETA2_COLUMNSTORE_AND_OLAP_ACCELERATION_IMPLEMENTATION_CLOSURE_MODEL.md,columnstore_and_olap_acceleration_implementation_closure,NEQ-12-041,partial_runtime,docs/specifications/18_Index_Framework/COLUMNSTORE_SPEC.md,Current runtime exposes COLUMNSTORE as a distinct projection family,Implementation closure over current columnstore canon
