case_id,intent,scratchbird_engine_id,scratchbird_lane,scratchbird_mode,donor_engine_id,donor_lane,comparison_kind,comparison_note,competitive,weighted_score,semantics_ok,plan_ok,latency_ok,latency_ratio,reason
range_selectivity,Indexed inclusive range predicate over an integer key with stable aggregate assertions.,scratchbird_native,native,native,ref_mysql,mysql,native_intent,ScratchBird native uses v3 SQL with the same range predicate and aggregate intent as the donor dialect statements.,False,0.3,False,True,False,9.642857,exec status mismatch sb=ok donor=error
range_selectivity,Indexed inclusive range predicate over an integer key with stable aggregate assertions.,scratchbird_emulated_mysql,mysql,emulated,ref_mysql,mysql,emulation_parity,ScratchBird emulation parser/listener is compared directly against the matching donor dialect.,False,0.3,False,True,False,7.964286,exec status mismatch sb=ok donor=error
range_selectivity,Indexed inclusive range predicate over an integer key with stable aggregate assertions.,scratchbird_native,native,native,ref_firebird,firebird,native_intent,ScratchBird native uses v3 SQL with the same range predicate and aggregate intent as the donor dialect statements.,False,0.3,False,True,False,67.5,exec status mismatch sb=ok donor=error
range_selectivity,Indexed inclusive range predicate over an integer key with stable aggregate assertions.,scratchbird_emulated_firebird,firebird,emulated,ref_firebird,firebird,emulation_parity,ScratchBird emulation parser/listener is compared directly against the matching donor dialect.,False,0.3,False,True,False,74.25,exec status mismatch sb=error donor=error
ordered_limit_topk,Ordered top-k retrieval over an indexed sort key with deterministic limit output.,scratchbird_native,native,native,ref_postgresql,postgresql,native_intent,ScratchBird native uses v3 ORDER BY and LIMIT syntax chosen to preserve the same top-k intent as the donor dialect statements.,False,0.35,False,True,False,15.85,exec status mismatch sb=ok donor=error
ordered_limit_topk,Ordered top-k retrieval over an indexed sort key with deterministic limit output.,scratchbird_emulated_postgresql,postgresql,emulated,ref_postgresql,postgresql,emulation_parity,ScratchBird emulation parser/listener is compared directly against the matching donor dialect.,False,0.35,False,True,False,6.75,exec status mismatch sb=ok donor=error
ordered_limit_topk,Ordered top-k retrieval over an indexed sort key with deterministic limit output.,scratchbird_native,native,native,ref_duckdb,duckdb,native_intent,ScratchBird native uses v3 ORDER BY and LIMIT syntax chosen to preserve the same top-k intent as the donor dialect statements.,False,0.35,False,True,False,35.222222,exec status mismatch sb=ok donor=error
ordered_limit_topk,Ordered top-k retrieval over an indexed sort key with deterministic limit output.,scratchbird_native,native,native,ref_mysql,mysql,native_intent,ScratchBird native uses v3 ORDER BY and LIMIT syntax chosen to preserve the same top-k intent as the donor dialect statements.,False,0.35,False,True,False,11.321429,exec status mismatch sb=ok donor=error
ordered_limit_topk,Ordered top-k retrieval over an indexed sort key with deterministic limit output.,scratchbird_emulated_mysql,mysql,emulated,ref_mysql,mysql,emulation_parity,ScratchBird emulation parser/listener is compared directly against the matching donor dialect.,False,0.35,False,True,False,4.464286,exec status mismatch sb=ok donor=error
ordered_limit_topk,Ordered top-k retrieval over an indexed sort key with deterministic limit output.,scratchbird_native,native,native,ref_firebird,firebird,native_intent,ScratchBird native uses v3 ORDER BY and LIMIT syntax chosen to preserve the same top-k intent as the donor dialect statements.,False,0.35,False,True,False,79.25,exec status mismatch sb=ok donor=error
ordered_limit_topk,Ordered top-k retrieval over an indexed sort key with deterministic limit output.,scratchbird_emulated_firebird,firebird,emulated,ref_firebird,firebird,emulation_parity,ScratchBird emulation parser/listener is compared directly against the matching donor dialect.,False,0.35,False,True,False,75.25,exec status mismatch sb=error donor=error
merge_join_presorted,Equality join over indexed join keys with ordered output intended to exercise merge-capable planning.,scratchbird_native,native,native,ref_postgresql,postgresql,native_intent,ScratchBird native uses v3 join syntax with the same equality-join and ordered-output intent as the donor dialect statements.,False,0.35,False,True,False,23.25,exec status mismatch sb=ok donor=error
merge_join_presorted,Equality join over indexed join keys with ordered output intended to exercise merge-capable planning.,scratchbird_emulated_postgresql,postgresql,emulated,ref_postgresql,postgresql,emulation_parity,ScratchBird emulation parser/listener is compared directly against the matching donor dialect.,False,0.35,False,True,False,11.1875,exec status mismatch sb=ok donor=error
merge_join_presorted,Equality join over indexed join keys with ordered output intended to exercise merge-capable planning.,scratchbird_native,native,native,ref_duckdb,duckdb,native_intent,ScratchBird native uses v3 join syntax with the same equality-join and ordered-output intent as the donor dialect statements.,False,0.35,False,True,False,37.2,exec status mismatch sb=ok donor=error
merge_join_presorted,Equality join over indexed join keys with ordered output intended to exercise merge-capable planning.,scratchbird_native,native,native,ref_mysql,mysql,native_intent,ScratchBird native uses v3 join syntax with the same equality-join and ordered-output intent as the donor dialect statements.,False,0.35,False,True,False,12.4,exec status mismatch sb=ok donor=error
merge_join_presorted,Equality join over indexed join keys with ordered output intended to exercise merge-capable planning.,scratchbird_emulated_mysql,mysql,emulated,ref_mysql,mysql,emulation_parity,ScratchBird emulation parser/listener is compared directly against the matching donor dialect.,False,0.35,False,True,False,7.366667,exec status mismatch sb=ok donor=error
merge_join_presorted,Equality join over indexed join keys with ordered output intended to exercise merge-capable planning.,scratchbird_native,native,native,ref_firebird,firebird,native_intent,ScratchBird native uses v3 join syntax with the same equality-join and ordered-output intent as the donor dialect statements.,False,0.35,False,True,False,93.0,exec status mismatch sb=ok donor=error
merge_join_presorted,Equality join over indexed join keys with ordered output intended to exercise merge-capable planning.,scratchbird_emulated_firebird,firebird,emulated,ref_firebird,firebird,emulation_parity,ScratchBird emulation parser/listener is compared directly against the matching donor dialect.,False,0.35,False,True,False,74.25,exec status mismatch sb=error donor=error
expression_lookup,Expression-index-backed equality lookup on LOWER(name) with deterministic ordered output.,scratchbird_native,native,native,ref_postgresql,postgresql,native_intent,ScratchBird native uses v3 syntax that preserves the same expression-lookup intent as the donor dialect statements.,False,0.3,False,True,False,14.083333,exec status mismatch sb=ok donor=error
expression_lookup,Expression-index-backed equality lookup on LOWER(name) with deterministic ordered output.,scratchbird_emulated_postgresql,postgresql,emulated,ref_postgresql,postgresql,emulation_parity,ScratchBird emulation parser/listener is compared directly against the matching donor dialect.,False,0.3,False,True,False,7.666667,exec status mismatch sb=ok donor=error
expression_lookup,Expression-index-backed equality lookup on LOWER(name) with deterministic ordered output.,scratchbird_native,native,native,ref_duckdb,duckdb,native_intent,ScratchBird native uses v3 syntax that preserves the same expression-lookup intent as the donor dialect statements.,False,0.3,False,True,False,42.25,exec status mismatch sb=ok donor=error
expression_lookup,Expression-index-backed equality lookup on LOWER(name) with deterministic ordered output.,scratchbird_native,native,native,ref_mysql,mysql,native_intent,ScratchBird native uses v3 syntax that preserves the same expression-lookup intent as the donor dialect statements.,False,0.3,False,True,False,11.266667,exec status mismatch sb=ok donor=error
expression_lookup,Expression-index-backed equality lookup on LOWER(name) with deterministic ordered output.,scratchbird_emulated_mysql,mysql,emulated,ref_mysql,mysql,emulation_parity,ScratchBird emulation parser/listener is compared directly against the matching donor dialect.,False,0.3,False,True,False,7.766667,exec status mismatch sb=ok donor=error
expression_lookup,Expression-index-backed equality lookup on LOWER(name) with deterministic ordered output.,scratchbird_native,native,native,ref_firebird,firebird,native_intent,ScratchBird native uses v3 syntax that preserves the same expression-lookup intent as the donor dialect statements.,False,0.3,False,True,False,112.666667,exec status mismatch sb=ok donor=error
expression_lookup,Expression-index-backed equality lookup on LOWER(name) with deterministic ordered output.,scratchbird_emulated_firebird,firebird,emulated,ref_firebird,firebird,emulation_parity,ScratchBird emulation parser/listener is compared directly against the matching donor dialect.,False,0.3,False,True,False,114.666667,exec status mismatch sb=error donor=error
