spec_path,spec_element,ticket,implementation_status,implementation_path,unique_search_key,notes
docs/specifications/09_Lock_Manager_Core/MGA_CONFLICT_AND_LOCKING_POLICY.md,Tuple-write conflict entrypoint,B1-01-004,implemented,src/core/storage_engine.cpp,StorageEngine::acquireTupleLock,Tuple-write restart-required and NOWAIT divergence are directly exercised by tests/unit/test_storage_engine.cpp
docs/specifications/10_GC_and_Sweep/README.md,Reclaim maturity classifier,B1-01-004,implemented,src/core/heap_page.cpp,HeapPage::scanVersionMaturity,Section 10 reclaim maturity classification is directly exercised by tests/unit/test_garbage_collector.cpp and tests/unit/test_heap_index_gc_integration.cpp
docs/specifications/10_GC_and_Sweep/README.md,Sweep page cleanup execution,B1-01-004,implemented,src/core/garbage_collector.cpp,GarbageCollector::cleanPage,Garbage-collector cleanup and heap-before-index ordering are directly exercised by tests/unit/test_garbage_collector.cpp and tests/unit/test_heap_index_gc_integration.cpp
docs/specifications/10_GC_and_Sweep/README.md,Sweep progress persistence and lane binding,B1-01-004,implemented,src/core/sweep_manager.cpp,SweepManager::persistSweepProgressState,Cursor persistence resume or rewind behavior and checkpoint-loss replay are directly exercised by tests/unit/test_garbage_collector.cpp and tests/unit/test_mga_failpoint_replay.cpp
docs/specifications/11_TOAST_and_LOB_Storage/README.md,TOAST write and pointer materialization,B1-01-004,implemented,src/core/toast.cpp,ToastManager::toastValue,TOAST-first write materialization and restart-sensitive chunk handling are directly exercised by tests/unit/test_toast_gc_contract.cpp and tests/integration/test_toast_crash_recovery_mga.cpp
docs/specifications/11_TOAST_and_LOB_Storage/README.md,TOAST visibility classification,B1-01-004,implemented,src/core/toast_visibility.cpp,ToastVisibility::evaluateChunkLifecycle,Chunk visibility and retireability are directly exercised by tests/unit/test_toast_tip_visibility.cpp and tests/unit/test_toast_gc_contract.cpp
docs/specifications/11_TOAST_and_LOB_Storage/README.md,Storage-engine TOAST orchestration,B1-01-004,implemented,src/core/storage_engine.cpp,StorageEngine::getOrCreateToastManager,Storage-engine TOAST orchestration is directly exercised by tests/unit/test_storage_engine.cpp savepoint or delete lifecycle coverage
docs/specifications/35_Durability_Crash_Recovery_and_Checkpoint_Model/TRANSACTION_DURABILITY_RECOVERY_OWNERSHIP_AND_MGA_ALIGNMENT_MODEL.md,Checkpoint control persistence,B1-01-004,implemented,src/core/database.cpp,storeCheckpointControlState,Checkpoint control persistence and restart queue-rebuild behavior are directly exercised by tests/unit/test_executor_transaction_payload.cpp
docs/specifications/35_Durability_Crash_Recovery_and_Checkpoint_Model/TRANSACTION_DURABILITY_RECOVERY_OWNERSHIP_AND_MGA_ALIGNMENT_MODEL.md,Transaction publication fail-closed fence,B1-01-004,implemented,include/scratchbird/core/database.h,AUDIT CONTRACT: when write_admission_fenced() is true,Fail-closed transaction publication refusal is now directly exercised by tests/unit/test_transaction_manager.cpp and tests/unit/test_executor_transaction_payload.cpp
docs/specifications/40_Time_Clocks_and_Ordering_Assumptions/README.md,Clock-source catalog authority,B1-01-002,implemented,src/core/catalog_manager.cpp,struct ClockSourceRecord,Section 40 runtime ownership is frozen to catalog-backed clock-source records and is now directly exercised by tests/unit/test_catalog_cluster_clock_extension_contract.cpp search ClockCatalogContracts with preserved proof under evidence/B1-01-006/clock_catalog_contract.log
docs/specifications/40_Time_Clocks_and_Ordering_Assumptions/README.md,Clock-source catalog mutation anchor,B1-01-002,implemented,src/core/catalog_manager.cpp,CatalogManager::upsertClockSourceCatalogEntry,Section 40 audit lookup includes the catalog write path for declared clock sources and is now directly proven by tests/unit/test_catalog_cluster_clock_extension_contract.cpp search ClockCatalogContracts with preserved proof under evidence/B1-01-006/clock_catalog_contract.log
docs/specifications/42_Failure_Model_and_Fault_Tolerance/FAILURE_MODEL_AND_FAULT_CLASSIFICATION.md,Writeback incident persistence,B1-01-004,implemented,src/core/database.cpp,storeWritebackIncidentControlState,Writeback incident persistence, reopen posture, and incident history are directly exercised by tests/unit/test_executor_transaction_payload.cpp
docs/specifications/42_Failure_Model_and_Fault_Tolerance/FAILURE_MODEL_AND_FAULT_CLASSIFICATION.md,Fail-closed write-admission contract,B1-01-004,implemented,include/scratchbird/core/database.h,AUDIT CONTRACT: when write_admission_fenced() is true,Fail-closed begin or rollback refusal and fenced restart posture are directly exercised by tests/unit/test_transaction_manager.cpp and tests/unit/test_executor_transaction_payload.cpp
