ticket_id,spec_path,spec_clause,code_path,test_path,status,notes
CAT-003,24_Catalog_Model_and_Virtual_Overlays/SCHEMA_HOME_AND_SEARCH_PATH_SEMANTICS.md,Home schema behavior depends on canonical tree,src/core/catalog_manager.cpp,docs/specifications/work/implementation_tracks/catalog_canonical_remediation/evidence/CAT-003/TEST_RESULTS.md,covered,Branch normalization includes root.users/public/roles/groups consistency requirements
CAT-004,24_Catalog_Model_and_Virtual_Overlays/CATALOG_TABLE_INVENTORY.md,"Core Identity and Schema: database table on-disk",include/scratchbird/core/catalog_manager.h,tests/unit/test_catalog_database_bootstrap.cpp,implemented,"Added database table page state and accessor."
CAT-004,24_Catalog_Model_and_Virtual_Overlays/CATALOG_OBJECT_SCHEMA_BRANCH_ASSIGNMENT.md,"database object placement under core catalog branch",src/core/catalog_manager.cpp,tests/unit/test_catalog_database_bootstrap.cpp,implemented,"Added DatabaseRecord physical contract and bootstrap persistence."
CAT-004,24_Catalog_Model_and_Virtual_Overlays/SCHEMA_BOOTSTRAP_ORDER_AND_INVARIANTS.md,"Bootstrap requires deterministic database identity materialization",src/core/catalog_manager.cpp,tests/unit/test_catalog_database_bootstrap.cpp,implemented,"Bootstrap and load/backfill invoke ensureDatabaseCatalogRecord."
CAT-005,24_Catalog_Model_and_Virtual_Overlays/CATALOG_TABLE_INVENTORY.md,"Core Identity and Schema: object table on-disk",include/scratchbird/core/catalog_manager.h,tests/unit/test_catalog_database_bootstrap.cpp,implemented,"Added object table page state/accessor and root slot read/write mapping."
CAT-005,24_Catalog_Model_and_Virtual_Overlays/CATALOG_OBJECT_PARENTAGE_AND_NAME_UNIQUENESS.md,"object.parent_object_uuid and deterministic parent scope",src/core/catalog_manager.cpp,tests/unit/test_catalog_database_bootstrap.cpp,implemented,"syncObjectCatalogFromCaches normalizes parent_object_id for schema-owned and table-owned objects."
CAT-005,24_Catalog_Model_and_Virtual_Overlays/CATALOG_TABLE_SCHEMA_CORE_OBJECTS.md,"Object registry with UUID identity and object type",src/core/catalog_manager.cpp,tests/unit/test_catalog_database_bootstrap.cpp,implemented,"Added ObjectRecord contract and ensureObjectCatalogRecord upsert semantics."
CAT-005,24_Catalog_Model_and_Virtual_Overlays/SCHEMA_BOOTSTRAP_ORDER_AND_INVARIANTS.md,"Bootstrap identity remains deterministic during load/backfill",src/core/catalog_manager.cpp,tests/unit/test_catalog_database_bootstrap.cpp,implemented,"load path now invokes syncObjectCatalogFromCaches after caches are materialized."
CAT-006,24_Catalog_Model_and_Virtual_Overlays/CATALOG_TABLE_INVENTORY.md,"Core identity: object_name on-disk name registry",src/core/catalog_manager.cpp,tests/unit/test_catalog_database_bootstrap.cpp,implemented,"Added object_name page slot state/read/write/backfill and on-disk ObjectNameRecord contract."
CAT-006,07_Catalog_Bootstrap_and_UUID_Mapping/NAME_REGISTRY_LAYOUT.md,"Default language row per object with canonical name text",src/core/catalog_manager.cpp,tests/unit/test_catalog_database_bootstrap.cpp,implemented,"Implemented ensureObjectNameCatalogRecord default-language upsert with canonical_name_text derivation and stable name_id/created_time retention."
CAT-006,24_Catalog_Model_and_Virtual_Overlays/CATALOG_OBJECT_PARENTAGE_AND_NAME_UNIQUENESS.md,"object_name.parent_object_uuid must follow parent ownership",src/core/catalog_manager.cpp,tests/unit/test_catalog_database_bootstrap.cpp,implemented,"syncObjectCatalogFromCaches now persists parent_object_id and schema_path for default-language name rows."
CAT-006,07_Catalog_Bootstrap_and_UUID_Mapping/CATALOG_BOOTSTRAP_LAYOUT.md,"Bootstrap must materialize object_name with deterministic reopen semantics",src/core/catalog_manager.cpp,tests/unit/test_catalog_database_bootstrap.cpp,implemented,"Load/initialize paths allocate/backfill object_name and test verifies no duplicate database default name row after reopen."
CAT-007,24_Catalog_Model_and_Virtual_Overlays/SCHEMA_BOOTSTRAP_ORDER_AND_INVARIANTS.md,Phase 1 root creation with schema_id=database_uuid,src/core/catalog_manager.cpp,tests/unit/test_catalog_database_bootstrap.cpp,implemented,Root schema now forced to database UUID during bootstrap and checked on load.
CAT-007,24_Catalog_Model_and_Virtual_Overlays/SCHEMA_BOOTSTRAP_ORDER_AND_INVARIANTS.md,Phases 2-5 canonical fixed path creation order,src/core/catalog_manager.cpp,tests/unit/test_catalog_database_bootstrap.cpp,implemented,Legacy 18-node bootstrap replaced with canonical 37-node fixed tree including local/nosql branches and 8 emulation dialect roots.
CAT-007,24_Catalog_Model_and_Virtual_Overlays/SCHEMA_BOOTSTRAP_ORDER_AND_INVARIANTS.md,Repair rules for missing/mis-parented fixed nodes,src/core/catalog_manager.cpp,tests/unit/test_catalog_database_bootstrap.cpp,implemented,Load path ensures canonical nodes and reparents legacy root.public/root.emulation to canonical parents.
CAT-007,24_Catalog_Model_and_Virtual_Overlays/SCHEMA_TREE_CANONICAL.md,Missing fixed branches and legacy branch rejection,src/core/catalog_manager.cpp,tests/unit/test_catalog_database_bootstrap.cpp,implemented,Canonical test asserts required paths exist and legacy root.app/sys.sec/mssql branches are absent.
CAT-008,24_Catalog_Model_and_Virtual_Overlays/CATALOG_OBJECT_PARENTAGE_AND_NAME_UNIQUENESS.md,Parent-local uniqueness for trigger/index/constraint children,src/core/catalog_manager.cpp,tests/unit/test_catalog_parentage_and_name_uniqueness.cpp,implemented,Trigger collisions now enforced in table parent scope with same-name duplicates allowed across tables.
CAT-008,24_Catalog_Model_and_Virtual_Overlays/CATALOG_OBJECT_PARENTAGE_AND_NAME_UNIQUENESS.md,Default-language uniqueness key (parent_object_uuid object_type canonical_name language=default),src/core/catalog_manager.cpp,tests/unit/test_catalog_database_bootstrap.cpp,implemented,`ensureObjectNameCatalogRecord` enforces `(parent_object_id object_type canonical_name default)` uniqueness and rejects cross-object collisions.
CAT-008,24_Catalog_Model_and_Virtual_Overlays/CATALOG_OBJECT_PARENTAGE_AND_NAME_UNIQUENESS.md,Failure class NAME_COLLISION,src/core/catalog_manager.cpp,tests/unit/test_catalog_parentage_and_name_uniqueness.cpp,implemented,Duplicate trigger in same table returns `DUPLICATE_OBJECT` with `NAME_COLLISION` context marker.
CAT-008,24_Catalog_Model_and_Virtual_Overlays/CATALOG_OBJECT_PARENTAGE_AND_NAME_UNIQUENESS.md,Failure class INVALID_PARENT_SCOPE,src/core/catalog_manager.cpp,tests/unit/test_catalog_database_bootstrap.cpp,implemented,Object sync now rejects missing required parent UUIDs with `INVALID_ARGUMENT` and `INVALID_PARENT_SCOPE` context marker.
CAT-008,24_Catalog_Model_and_Virtual_Overlays/CATALOG_OBJECT_PARENTAGE_AND_NAME_UNIQUENESS.md,Failure class PARENT_TYPE_MISMATCH,src/core/catalog_manager.cpp,tests/unit/test_catalog_database_bootstrap.cpp,implemented,Object sync validates parent type for schema-owned/table-owned objects and returns `WRONG_OBJECT_TYPE` with `PARENT_TYPE_MISMATCH` context marker.
CAT-008,24_Catalog_Model_and_Virtual_Overlays/CATALOG_OBJECT_PARENTAGE_AND_NAME_UNIQUENESS.md,Child object name lookup requires parent scope,src/core/catalog_manager.cpp,tests/unit/test_catalog_parentage_and_name_uniqueness.cpp,implemented,Unscoped table-trigger lookup is rejected as ambiguous when duplicate names exist across different tables.
CAT-009,24_Catalog_Model_and_Virtual_Overlays/SCHEMA_HOME_AND_SEARCH_PATH_SEMANTICS.md,Catalog requirements include home_schema_binding/search_path_profile/search_path_entry,src/core/catalog_manager.cpp,tests/unit/test_home_schema_resolution.cpp,implemented,Added root-page slots/record models and auto-create wiring for home-schema/search-path catalog tables.
CAT-009,24_Catalog_Model_and_Virtual_Overlays/SCHEMA_HOME_AND_SEARCH_PATH_SEMANTICS.md,Home schema resolution order user -> role -> group -> public,src/core/catalog_manager.cpp,tests/unit/test_home_schema_resolution.cpp,implemented,Session creation resolves home schema in strict order with persistent binding fallback and public fallback.
CAT-009,24_Catalog_Model_and_Virtual_Overlays/SCHEMA_HOME_AND_SEARCH_PATH_SEMANTICS.md,Multiple-group tie-break uses precedence then group_uuid ascending,src/core/catalog_manager.cpp,tests/unit/test_home_schema_resolution.cpp,implemented,Group binding scan is sorted deterministically by precedence and UUID bytes.
CAT-009,24_Catalog_Model_and_Virtual_Overlays/SCHEMA_HOME_AND_SEARCH_PATH_SEMANTICS.md,Search path is persisted as profile/ordered entries and used at session start,src/core/catalog_manager.cpp,tests/unit/test_home_schema_resolution.cpp,implemented,Session create/get path now resolves/stores ordered schema UUIDs from profile+entry records and binds to SessionInfo.
CAT-009,24_Catalog_Model_and_Virtual_Overlays/SCHEMA_HOME_AND_SEARCH_PATH_SEMANTICS.md,Every session has current schema and ordered search path,src/server/server_session.cpp,tests/unit/test_home_schema_resolution.cpp,implemented,Server session auth path copies catalog-resolved search path into connection context and sets current schema name.
CAT-009,24_Catalog_Model_and_Virtual_Overlays/SCHEMA_HOME_AND_SEARCH_PATH_SEMANTICS.md,Runtime statement resolution uses session search path,src/sblr/executor.cpp,tests/unit/test_home_schema_resolution.cpp,implemented,SBLR executor auth/session setup now uses persisted session search-path list instead of single-schema fallback.
CAT-010,24_Catalog_Model_and_Virtual_Overlays/CATALOG_TYPE_SCHEMA.md,Type system catalogs include type/type_modifier/type_io/type_cast/type_transform/encoding_conversion,src/core/catalog_manager.cpp,tests/unit/test_catalog_database_bootstrap.cpp,implemented,Added catalog root slots plus bootstrap/backfill allocation and reopen persistence checks.
CAT-010,24_Catalog_Model_and_Virtual_Overlays/CATALOG_TYPE_SCHEMA.md,type UNIQUE(schema_uuid,type_name),src/core/catalog_manager.cpp,tests/unit/test_catalog_type_schema_contract.cpp,implemented,Implemented case-folded uniqueness check and deterministic constraint violation.
CAT-010,24_Catalog_Model_and_Virtual_Overlays/CATALOG_TYPE_SCHEMA.md,type_modifier value contract and uniqueness,src/core/catalog_manager.cpp,tests/unit/test_catalog_type_schema_contract.cpp,implemented,Implemented key-to-kind enforcement plus exactly-one-value rule and unique (type_uuid,modifier_key).
CAT-010,24_Catalog_Model_and_Virtual_Overlays/CATALOG_TYPE_SCHEMA.md,type_io unique(type_uuid),src/core/catalog_manager.cpp,tests/unit/test_catalog_type_schema_contract.cpp,implemented,Upsert semantics enforce one row per type_uuid.
CAT-010,24_Catalog_Model_and_Virtual_Overlays/CATALOG_TYPE_SCHEMA.md,type_cast unique(source,target,cast_kind),src/core/catalog_manager.cpp,tests/unit/test_catalog_type_schema_contract.cpp,implemented,Upsert semantics enforce cast uniqueness key.
CAT-010,24_Catalog_Model_and_Virtual_Overlays/CATALOG_TYPE_SCHEMA.md,type_transform unique(type_uuid,language_uuid) and at least one proc uuid,src/core/catalog_manager.cpp,tests/unit/test_catalog_type_schema_contract.cpp,implemented,Constraint checks implemented and verified.
CAT-010,24_Catalog_Model_and_Virtual_Overlays/CATALOG_TYPE_SCHEMA.md,encoding_conversion unique(conversion_name) plus unique default for source/target,src/core/catalog_manager.cpp,tests/unit/test_catalog_type_schema_contract.cpp,implemented,Name uniqueness and default pair conflict checks implemented.
CAT-011,24_Catalog_Model_and_Virtual_Overlays/CATALOG_DOMAIN_AND_RESERVED_WORDS.md,domain_param_key table and uniqueness,src/core/catalog_manager.cpp,tests/unit/test_catalog_domain_extension_contract.cpp,implemented,Added root slot, record contract, CRUD, and deterministic uniqueness enforcement for key id and key name.
CAT-011,24_Catalog_Model_and_Virtual_Overlays/CATALOG_DOMAIN_AND_RESERVED_WORDS.md,domain_parameter typed value storage and key linkage,src/core/catalog_manager.cpp,tests/unit/test_catalog_domain_extension_contract.cpp,implemented,Added domain parameter CRUD with required key lookup/type match and exactly-one val_* contract.
CAT-011,24_Catalog_Model_and_Virtual_Overlays/CATALOG_DOMAIN_AND_RESERVED_WORDS.md,domain_constraint/domain_security/domain_validation/domain_integrity SBLR blob storage,src/core/catalog_manager.cpp,tests/unit/test_catalog_domain_extension_contract.cpp,implemented,Added independent catalog tables with UUID identifiers, kind validation, and required expression payload persistence via TOAST.
CAT-011,24_Catalog_Model_and_Virtual_Overlays/CATALOG_DOMAIN_AND_RESERVED_WORDS.md,CAT-011 catalog root bootstrap/backfill persistence,src/core/catalog_manager.cpp,tests/unit/test_catalog_database_bootstrap.cpp,implemented,Added root read/write plus bootstrap allocation and reopen persistence checks for all CAT-011 table pages.
CAT-012,24_Catalog_Model_and_Virtual_Overlays/CATALOG_I18N_TIMEZONE_RESOURCE_BOOTSTRAP_AND_UPDATE.md,charset_alias schema and uniqueness contract,src/core/catalog_manager.cpp,tests/unit/test_catalog_charset_collation_extension_contract.cpp,implemented,Added charset alias record/CRUD with required FK validation and UNIQUE(normalized_name) enforcement.
CAT-012,24_Catalog_Model_and_Virtual_Overlays/CATALOG_I18N_TIMEZONE_RESOURCE_BOOTSTRAP_AND_UPDATE.md,collation_tailoring schema and tuple uniqueness contract,src/core/catalog_manager.cpp,tests/unit/test_catalog_charset_collation_extension_contract.cpp,implemented,Added collation tailoring record/CRUD with kind validation payload requirement and UNIQUE(collation_id,tailoring_kind,tailoring_hash).
CAT-012,24_Catalog_Model_and_Virtual_Overlays/CATALOG_I18N_TIMEZONE_RESOURCE_BOOTSTRAP_AND_UPDATE.md,CAT-012 catalog root bootstrap/backfill persistence,src/core/catalog_manager.cpp,tests/unit/test_catalog_database_bootstrap.cpp,implemented,Added root read/write fields plus bootstrap allocation and reopen persistence checks for charset_alias and collation_tailoring pages.
CAT-013,24_Catalog_Model_and_Virtual_Overlays/CATALOG_I18N_TIMEZONE_RESOURCE_BOOTSTRAP_AND_UPDATE.md,resource_bundle schema and activation constraints,src/core/catalog_manager.cpp,tests/unit/test_catalog_resource_timezone_extension_contract.cpp,implemented,Added resource bundle record/CRUD with required fields tuple uniqueness and one-active-per-kind constraint.
CAT-013,24_Catalog_Model_and_Virtual_Overlays/CATALOG_I18N_TIMEZONE_RESOURCE_BOOTSTRAP_AND_UPDATE.md,resource_artifact schema and payload/size constraints,src/core/catalog_manager.cpp,tests/unit/test_catalog_resource_timezone_extension_contract.cpp,implemented,Added artifact record/CRUD with FK-like bundle validation size contract and UNIQUE(bundle_uuid,artifact_path).
CAT-013,24_Catalog_Model_and_Virtual_Overlays/CATALOG_I18N_TIMEZONE_RESOURCE_BOOTSTRAP_AND_UPDATE.md,timezone_transition and timezone_leap_second schema contracts,src/core/catalog_manager.cpp,tests/unit/test_catalog_resource_timezone_extension_contract.cpp,implemented,Added transition/leap-second records with timezone+bundle existence checks and deterministic uniqueness constraints.
CAT-013,24_Catalog_Model_and_Virtual_Overlays/CATALOG_I18N_TIMEZONE_RESOURCE_BOOTSTRAP_AND_UPDATE.md,CAT-013 catalog root bootstrap/backfill persistence,src/core/catalog_manager.cpp,tests/unit/test_catalog_database_bootstrap.cpp,implemented,Added root read/write fields plus bootstrap allocation and reopen persistence checks for all CAT-013 pages.
CAT-014,24_Catalog_Model_and_Virtual_Overlays/CATALOG_TABLE_SCHEMA_PARSER_CAPABILITIES.md,reserved_words schema uniqueness and normalization contract,src/core/catalog_manager.cpp,tests/unit/test_catalog_parser_capability_contract.cpp,implemented,Added reserved words record/CRUD with language/scope fields and unique(normalized_word emulation_engine storage_profile parser_family parser_major parser_minor).
CAT-014,24_Catalog_Model_and_Virtual_Overlays/CATALOG_TABLE_SCHEMA_PARSER_CAPABILITIES.md,emulation_profile and parser_profile identity/default constraints,src/core/catalog_manager.cpp,tests/unit/test_catalog_parser_capability_contract.cpp,implemented,Added emulation profile and parser profile record/CRUD with one-default-per-engine enforcement and base-profile compatibility checks.
CAT-014,24_Catalog_Model_and_Virtual_Overlays/CATALOG_TABLE_SCHEMA_PARSER_CAPABILITIES.md,parser_transform/capability/error_map/feature_precedence deterministic contracts,src/core/catalog_manager.cpp,tests/unit/test_catalog_parser_capability_contract.cpp,implemented,Added stage/ordering deterministic constraints action-dependent parameter requirements reject-code mapping and ordered feature precedence retrieval.
CAT-014,24_Catalog_Model_and_Virtual_Overlays/CATALOG_TABLE_SCHEMA_PARSER_CAPABILITIES.md,CAT-014 catalog root bootstrap/backfill persistence,src/core/catalog_manager.cpp,tests/unit/test_catalog_database_bootstrap.cpp,implemented,Added root read/write fields plus bootstrap allocation and reopen persistence checks for all CAT-014 pages.
CAT-015,24_Catalog_Model_and_Virtual_Overlays/CATALOG_TABLE_AND_COLUMN_SCHEMA.md,partitioned_table/partition metadata with deterministic bound and default-partition rules,src/core/catalog_manager.cpp,tests/unit/test_catalog_relation_extension_contract.cpp,implemented,Added PartitionedTableRecord and PartitionRecord with required-field validation unique(parent_table_id+partition_name) and default-partition exclusivity per parent table.
CAT-015,24_Catalog_Model_and_Virtual_Overlays/CATALOG_TABLE_AND_COLUMN_SCHEMA.md,table inheritance mapping metadata and uniqueness constraints,src/core/catalog_manager.cpp,tests/unit/test_catalog_relation_extension_contract.cpp,implemented,Added TableInheritanceRecord and CRUD with uniqueness for (parent_table_id child_table_id inheritance_kind) and enum-domain validation.
CAT-015,24_Catalog_Model_and_Virtual_Overlays/CATALOG_TABLE_SCHEMA_ENGINE_SPECIFIC.md,language and event metadata contracts with schedule validation,src/core/catalog_manager.cpp,tests/unit/test_catalog_relation_extension_contract.cpp,implemented,Added LanguageCatalogRecord and EventCatalogRecord with unique-folded-name enforcement schedule-kind dependent constraints and strict enum validation.
CAT-015,24_Catalog_Model_and_Virtual_Overlays/CATALOG_TABLE_SCHEMA_ENGINE_SPECIFIC.md,package member metadata contract and deterministic identity uniqueness,src/core/catalog_manager.cpp,tests/unit/test_catalog_relation_extension_contract.cpp,implemented,Added PackageMemberRecord and CRUD with unique(package_id member_name) enforcement member-kind validation and ordering fields.
CAT-015,24_Catalog_Model_and_Virtual_Overlays/CATALOG_TABLE_AND_COLUMN_SCHEMA.md,CAT-015 catalog root slot allocation and reopen persistence for relation extension families,src/core/catalog_manager.cpp,tests/unit/test_catalog_database_bootstrap.cpp,implemented,Added root read/write/bootstrap/backfill wiring for partitioned_tables partitions table_inheritance languages events and package_members page IDs.
CAT-016,24_Catalog_Model_and_Virtual_Overlays/CATALOG_TABLE_SCHEMA_RULES.md,index_access_method catalog with canonical index-type validation and unique access method naming,src/core/catalog_manager.cpp,tests/unit/test_catalog_index_metadata_extension_contract.cpp,implemented,Added IndexAccessMethodRecord plus upsert/get/getByName/list/delete with UNIQUE(method_name) and strict index type domain checks.
CAT-016,24_Catalog_Model_and_Virtual_Overlays/CATALOG_TABLE_SCHEMA_RULES.md,index_opclass and index_opclass_fn contracts with owner/type/opclass uniqueness and support-function identity rules,src/core/catalog_manager.cpp,tests/unit/test_catalog_index_metadata_extension_contract.cpp,implemented,Added IndexOpclassRecord and IndexOpclassFunctionRecord with UNIQUE(opclass_name+index_type+owner_schema_uuid) and UNIQUE(opclass_uuid+fn_kind+support_number) enforcement.
CAT-016,24_Catalog_Model_and_Virtual_Overlays/CATALOG_TABLE_SCHEMA_RULES.md,index_column contract with deterministic key/include ordering and expression-vs-column exclusivity,src/core/catalog_manager.cpp,tests/unit/test_catalog_index_metadata_extension_contract.cpp,implemented,Added IndexColumnRecord with UNIQUE(index_uuid+position) and include-after-keys invariant plus column_id/expression_sblr_id XOR checks.
CAT-016,24_Catalog_Model_and_Virtual_Overlays/CATALOG_TABLE_SCHEMA_RULES.md,index_option and maintenance catalogs including active-maintenance exclusivity and delta uniqueness,src/core/catalog_manager.cpp,tests/unit/test_catalog_index_metadata_extension_contract.cpp,implemented,Added IndexOptionRecord IndexMaintenanceRecord IndexMaintenanceDeltaRecord and IndexBuildDeltaRecord with strict enum/value validation and uniqueness constraints.
CAT-016,24_Catalog_Model_and_Virtual_Overlays/CATALOG_TABLE_SCHEMA_RULES.md,CAT-016 root slot allocation and reopen persistence for index metadata extension families,src/core/catalog_manager.cpp,tests/unit/test_catalog_database_bootstrap.cpp,implemented,Added root read/write/bootstrap/backfill page wiring for index_columns index_opclass index_opclass_fn index_options index_access_methods index_maintenance index_maintenance_deltas and index_build_deltas.
CAT-016,18_Index_Framework/INDEX_CATALOG_AND_METADATA.md,Index metadata physical contracts and deterministic API behavior for low-capability implementation,include/scratchbird/core/catalog_manager.h,tests/unit/test_catalog_index_metadata_extension_contract.cpp,implemented,Added CAT-016 public API structs enums and CRUD method declarations for all index metadata extension families.
CAT-017,24_Catalog_Model_and_Virtual_Overlays/CATALOG_STORAGE_METRICS.md,index_stats catalog contract with deterministic metric bounds and index existence enforcement,src/core/catalog_manager.cpp,tests/unit/test_catalog_index_metrics_extension_contract.cpp,implemented,Added IndexStatsRecord with upsert/get/list/delete and strict validation for null_frac bloat_ratio correlation and distinct_count_est<=row_count_est when row_count_est>0.
CAT-017,24_Catalog_Model_and_Virtual_Overlays/CATALOG_STORAGE_METRICS.md,index_usage and index_contention catalogs for execution and lock pressure telemetry,src/core/catalog_manager.cpp,tests/unit/test_catalog_index_metrics_extension_contract.cpp,implemented,Added IndexUsageRecord and IndexContentionRecord with full CRUD APIs and deterministic persistence contracts.
CAT-017,24_Catalog_Model_and_Virtual_Overlays/CATALOG_STORAGE_METRICS.md,index_storage and index_health catalogs for placement fragmentation and integrity scan outcomes,src/core/catalog_manager.cpp,tests/unit/test_catalog_index_metrics_extension_contract.cpp,implemented,Added IndexStorageRecord and IndexHealthRecord with strict filespace/fragmentation/bytes invariants and health-status enum validation including light-status no-CORRUPT rule.
CAT-017,24_Catalog_Model_and_Virtual_Overlays/CATALOG_STORAGE_METRICS.md,CAT-017 root slot allocation reopen persistence and bootstrap/backfill wiring for index metrics families,src/core/catalog_manager.cpp,tests/unit/test_catalog_database_bootstrap.cpp,implemented,Added root read/write/bootstrap/backfill page wiring for index_stats index_usage index_contention index_storage and index_health families.
CAT-017,18_Index_Framework/INDEX_CATALOG_AND_METADATA.md,Index metric API contract for low-capability deterministic implementation,include/scratchbird/core/catalog_manager.h,tests/unit/test_catalog_index_metrics_extension_contract.cpp,implemented,Added CAT-017 public structs enums and CRUD declarations for all index metrics catalog families.
CAT-018,24_Catalog_Model_and_Virtual_Overlays/CATALOG_STORAGE_METRICS.md,filespace_stats catalog contract with deterministic usage and free-space bounds plus optional filespace existence checks,src/core/catalog_manager.cpp,tests/unit/test_catalog_storage_extension_contract.cpp,implemented,Added FilespaceStatsRecord with full CRUD and strict checks for capacity and high-water invariants and non-zero filespace UUID existence.
CAT-018,24_Catalog_Model_and_Virtual_Overlays/CATALOG_TABLE_SCHEMA_LOB.md,lob and lob_page catalog contracts including encryption key guard and unique (lob_uuid page_index),src/core/catalog_manager.cpp,tests/unit/test_catalog_storage_extension_contract.cpp,implemented,Added LobCatalogRecord and LobPageCatalogRecord with full CRUD strict encrypted-key requirement and per-lob page index uniqueness enforcement.
CAT-018,24_Catalog_Model_and_Virtual_Overlays/CATALOG_TABLE_SCHEMA_ADMIN_MISC.md,backup_history catalog contract with state-dependent completion and error fields,src/core/catalog_manager.cpp,tests/unit/test_catalog_storage_extension_contract.cpp,implemented,Added BackupHistoryRecord with full CRUD and deterministic status contracts SUCCESS requires completed_time and FAILED requires error_message.
CAT-018,24_Catalog_Model_and_Virtual_Overlays/CATALOG_TABLE_INVENTORY.md,CAT-018 root slot allocation reopen persistence and bootstrap/backfill wiring for storage extension families,src/core/catalog_manager.cpp,tests/unit/test_catalog_database_bootstrap.cpp,implemented,Added root read/write/bootstrap/backfill page wiring for filespace_stats lob lob_page and backup_history catalogs.
CAT-019,24_Catalog_Model_and_Virtual_Overlays/CATALOG_TABLE_SCHEMA_RUNTIME_CONTEXT.md,connection catalog contract with protocol/transport/auth enums and nullable endpoint attributes,src/core/catalog_manager.cpp,tests/unit/test_catalog_runtime_context_extension_contract.cpp,implemented,Added RuntimeConnectionRecord plus full upsert/get/list/delete APIs with strict protocol whitelist and enum validation.
CAT-019,24_Catalog_Model_and_Virtual_Overlays/CATALOG_TABLE_SCHEMA_RUNTIME_CONTEXT.md,transaction catalog contract with state-dependent end-time rules and session schema requirement,src/core/catalog_manager.cpp,tests/unit/test_catalog_runtime_context_extension_contract.cpp,implemented,Added RuntimeTransactionRecord plus full upsert/get/list/delete APIs with deterministic state transitions isolation/emulation validation and session current-schema checks.
CAT-019,24_Catalog_Model_and_Virtual_Overlays/CATALOG_TABLE_INVENTORY.md,CAT-019 root slot allocation reopen persistence and bootstrap/backfill wiring for runtime context families,src/core/catalog_manager.cpp,tests/unit/test_catalog_database_bootstrap.cpp,implemented,Added root read/write/bootstrap/backfill page wiring for connection and transaction catalogs.
